source target weight p-value_over test_over p-value_under test_under
12 18 1 0.033727727727708004 fail 0.9997277277286585 fail
13 14 1 0.007987987987993045 fail 0.9999879879882642 fail
13 17 1 0.15086625707901016 fail 0.9910996769517966 fail
14 15 1 0.07459259259265556 fail 0.9985925925928971 fail
14 16 1 0.03569369369375993 fail 0.9996936936934155 fail
14 17 1 0.07843843843853082 fail 0.9984384384391729 fail
14 18 1 0.033727727727708004 fail 0.9997277277286585 fail
15 16 13 2.7733323199768244e-16 success 0.999999999999629 fail
15 17 5 0.015019575310357495 fail 0.9970200010493664 fail
15 162 1 0.0379999999999622 fail 1.0 fail
15 168 1 0.07459259259261444 fail 0.9985925925928568 fail
15 169 1 0.07459259259261444 fail 0.9985925925928568 fail
15 177 1 0.0379999999999622 fail 1.0 fail
15 18 1 0.4852259712045821 fail 0.8663004797468244 fail
16 17 5 0.0004641999160950246 success 0.999963575096368 fail
16 18 1 0.26751205473962103 fail 0.9645182881681731 fail
17 175 1 0.03999999999996027 fail 1.0 fail
17 18 1 0.5032681916923569 fail 0.854547093951176 fail
19 20 1 0.03166501001498356 fail 0.999666354675219 fail
19 21 1 0.003999999999996022 success 1.0 fail
19 22 1 0.11487184609562123 fail 0.994968255734203 fail
20 21 1 0.007999999999992033 fail 1.0 fail
20 22 1 0.21693851507903086 fail 0.9782169951825997 fail
20 59 1 0.2611765245800146 fail 0.9675805347548697 fail
20 60 1 0.05483455917344583 fail 0.9988462366546356 fail
20 203 1 0.007999999999992033 fail 1.0 fail
20 43 1 0.21693851507903086 fail 0.9782169951825997 fail
20 303 1 0.007999999999992033 fail 1.0 fail
20 305 1 0.007999999999992033 fail 1.0 fail
20 307 1 0.007999999999992033 fail 1.0 fail
21 22 1 0.02999999999997492 fail 1.0 fail
22 165 1 0.029999999999970235 fail 1.0 fail
22 163 1 0.029999999999970235 fail 1.0 fail
22 169 1 0.059129129129236055 fail 0.9991291291303439 fail
22 52 5 0.0048316242895181305 fail 0.9992931401478028 fail
22 172 3 9.57479550775487e-05 success 0.9999993383180056 fail
23 24 1 0.0414556440207508 fail 0.9994578345877878 fail
24 39 2 0.03894356686967905 fail 0.9967157088060762 fail
24 260 1 0.10701989238424144 fail 0.9951392210510774 fail
25 26 2 0.0031238207831929218 success 0.9999412317722326 fail
25 27 3 0.0003225885956271123 success 0.9999931300057254 fail
25 52 1 0.30197287103230924 fail 0.9551179183345797 fail
26 27 2 0.011305563591390594 fail 0.9995440149475736 fail
28 201 1 0.017999999999982048 fail 1.0 fail
28 300 3 4.910722345588098e-06 success 1.0 fail
28 152 1 0.017999999999982048 fail 1.0 fail
28 145 1 0.017999999999982048 fail 1.0 fail
28 149 1 0.017999999999982048 fail 1.0 fail
28 154 1 0.017999999999982048 fail 1.0 fail
28 155 1 0.017999999999982048 fail 1.0 fail
28 158 1 0.017999999999982048 fail 1.0 fail
28 159 1 0.0356936936937399 fail 0.9996936936933954 fail
28 164 1 0.017999999999982048 fail 1.0 fail
30 31 4 4.853272379624081e-06 success 0.9999999495826613 fail
30 322 1 0.020999999999979105 fail 1.0 fail
30 223 1 0.020999999999979105 fail 1.0 fail
30 224 1 0.020999999999979105 fail 1.0 fail
30 226 1 0.020999999999979105 fail 1.0 fail
30 228 1 0.020999999999979105 fail 1.0 fail
30 229 1 0.020999999999979105 fail 1.0 fail
30 232 1 0.020999999999979105 fail 1.0 fail
30 294 1 0.020999999999979105 fail 1.0 fail
31 322 1 0.006999999999993052 fail 1.0 fail
31 104 1 0.013957957957965205 fail 0.9999579579587794 fail
31 106 1 0.006999999999993052 fail 1.0 fail
31 108 1 0.006999999999993052 fail 1.0 fail
31 112 1 0.006999999999993052 fail 1.0 fail
31 118 1 0.02774858942855849 fail 0.9997494302642037 fail
32 33 3 0.0002739751275776126 success 0.9999943819117041 fail
32 251 1 0.011999999999988083 fail 1.0 fail
32 256 1 0.011999999999988083 fail 1.0 fail
32 269 1 0.011999999999988083 fail 1.0 fail
33 221 1 0.011999999999988083 fail 1.0 fail
35 36 1 0.5834946331598269 fail 0.7972066814704788 fail
35 89 1 0.023867867867891218 fail 0.9998678678687448 fail
35 95 1 0.023867867867891218 fail 0.9998678678687448 fail
35 97 1 0.011999999999988083 fail 1.0 fail
36 268 2 0.004834834834837633 fail 1.0 fail
36 250 2 0.004834834834837633 fail 1.0 fail
36 73 12 2.5493685879173262e-11 success 0.9999999999984998 fail
36 208 1 0.06999999999993034 fail 1.0 fail
36 198 4 0.00010482240417618963 success 0.9999985330185477 fail
36 331 1 0.06999999999993034 fail 1.0 fail
36 332 1 0.06999999999993034 fail 1.0 fail
36 361 2 0.004834834834837633 fail 1.0 fail
36 360 2 0.004834834834837633 fail 1.0 fail
36 355 1 0.13516516516533256 fail 0.9951651651659665 fail
36 359 1 0.06999999999993034 fail 1.0 fail
36 213 1 0.30483670454665174 fail 0.9579140010765853 fail
36 74 3 0.014265757657386198 fail 0.9987530793619496 fail
36 168 1 0.13516516516533256 fail 0.9951651651659665 fail
36 47 1 0.6130041227136248 fail 0.7706192414813772 fail
37 419 19 4.779834055019887e-24 success 1.0 fail
37 420 1 0.045999999999954175 fail 1.0 fail
37 122 1 0.045999999999954175 fail 1.0 fail
37 124 1 0.045999999999954175 fail 1.0 fail
37 125 1 0.045999999999954175 fail 1.0 fail
37 126 1 0.045999999999954175 fail 1.0 fail
37 127 1 0.045999999999954175 fail 1.0 fail
37 371 1 0.13187513766268577 fail 0.9939664915415963 fail
37 407 1 0.045999999999954175 fail 1.0 fail
37 436 1 0.045999999999954175 fail 1.0 fail
37 252 1 0.08992792792799766 fail 0.9979279279290965 fail
37 253 1 0.045999999999954175 fail 1.0 fail
37 258 1 0.3148311113016111 fail 0.9514224800838932 fail
37 259 1 0.43351625310090547 fail 0.8980839889883745 fail
37 264 1 0.045999999999954175 fail 1.0 fail
37 148 1 0.045999999999954175 fail 1.0 fail
37 176 1 0.045999999999954175 fail 1.0 fail
37 186 1 0.045999999999954175 fail 1.0 fail
37 198 1 0.21017328403005964 fail 0.9810479208882001 fail
37 249 1 0.045999999999954175 fail 1.0 fail
37 416 1 0.045999999999954175 fail 1.0 fail
39 302 1 0.022999999999977126 fail 1.0 fail
39 476 1 0.022999999999977126 fail 1.0 fail
39 80 1 0.6402833500723745 fail 0.7402083791005507 fail
40 41 1 0.012999999999987065 fail 1.0 fail
40 235 1 0.012999999999987065 fail 1.0 fail
42 43 2 0.0008708708708715469 success 1.0 fail
42 44 1 0.019909909909943888 fail 0.9999099099104038 fail
43 44 5 3.9155493238862585e-06 success 0.9999999161812165 fail
43 489 3 2.4433250886136716e-05 success 1.0 fail
43 454 3 2.4433250886136716e-05 success 1.0 fail
43 428 1 0.059129129129236055 fail 0.9991291291303439 fail
43 303 1 0.029999999999970235 fail 1.0 fail
43 305 1 0.029999999999970235 fail 1.0 fail
43 307 1 0.029999999999970235 fail 1.0 fail
43 260 4 4.2568529751443426e-05 success 0.9999990922312837 fail
43 419 2 0.14924494001931646 fail 0.9712209808294022 fail
43 401 1 0.029999999999970235 fail 1.0 fail
43 430 1 0.059129129129236055 fail 0.9991291291303439 fail
43 432 1 0.08741182063825662 fail 0.997436253889725 fail
43 443 1 0.029999999999970235 fail 1.0 fail
43 453 1 0.029999999999970235 fail 1.0 fail
43 468 1 0.029999999999970235 fail 1.0 fail
43 55 1 0.3490154217730365 fail 0.9366831392056136 fail
44 489 2 0.00026882594016866806 success 0.9999992778345883 fail
44 260 2 0.0024426979933090992 success 0.9999606133148757 fail
46 80 5 6.777670202173066e-07 success 0.999999995542896 fail
47 48 10 9.783210013419517e-17 success 0.9999999999991862 fail
47 49 9 2.3957877324167306e-14 success 0.9999999999991861 fail
47 50 1 0.21146106227994416 fail 0.9787637948610006 fail
47 119 1 0.012999999999987065 fail 1.0 fail
47 120 1 0.012999999999987065 fail 1.0 fail
47 121 1 0.012999999999987065 fail 1.0 fail
47 189 1 0.0634555638778126 fail 0.9984726033121448 fail
48 49 8 2.1234413215540265e-10 success 0.9999999999950998 fail
48 50 3 0.003968278705840582 success 0.999758413592351 fail
48 119 1 0.018999999999981133 fail 1.0 fail
48 120 1 0.018999999999981133 fail 1.0 fail
48 121 1 0.018999999999981133 fail 1.0 fail
48 189 1 0.09163442489121033 fail 0.9966918081019036 fail
48 53 1 0.4950002998420759 fail 0.8596193417653655 fail
48 57 1 0.26602022593068986 fail 0.9649630570051884 fail
48 76 1 0.23687859147516604 fail 0.9728221261558638 fail
49 50 2 0.043673992980530686 fail 0.9960317212932741 fail
49 119 1 0.018999999999981133 fail 1.0 fail
49 120 1 0.018999999999981133 fail 1.0 fail
49 121 1 0.018999999999981133 fail 1.0 fail
49 189 5 1.409404789159018e-09 success 1.0 fail
49 188 2 0.0010153640614539187 success 0.9999941685154907 fail
49 526 1 0.018999999999981133 fail 1.0 fail
50 119 1 0.017999999999982048 fail 1.0 fail
50 120 1 0.017999999999982048 fail 1.0 fail
50 121 1 0.017999999999982048 fail 1.0 fail
50 116 4 7.388248263176404e-08 success 1.0 fail
50 117 1 0.017999999999982048 fail 1.0 fail
50 118 3 1.9421241934483843e-05 success 0.9999999261168618 fail
50 271 1 0.017999999999982048 fail 1.0 fail
50 170 1 0.017999999999982048 fail 1.0 fail
50 240 1 0.0356936936937399 fail 0.9996936936933954 fail
50 188 1 0.05308599180333535 fail 0.9990909025252778 fail
51 52 3 0.0005206188191107638 success 0.9999903495565241 fail
51 53 1 0.16347568723372424 fail 0.9888570440177912 fail
52 172 1 0.14731710872811207 fail 0.9915331324399778 fail
52 53 4 0.04324289539528479 fail 0.9904706711316358 fail
52 371 2 0.004340452677123124 fail 0.9999450011129266 fail
52 91 1 0.03899999999996111 fail 1.0 fail
52 95 1 0.07651651651657146 fail 0.9985165165171825 fail
52 593 1 0.03899999999996111 fail 1.0 fail
52 405 3 5.499888666216856e-05 success 1.0 fail
52 406 2 0.0014834834834843366 success 1.0 fail
52 522 1 0.03899999999996111 fail 1.0 fail
52 370 1 0.03899999999996111 fail 1.0 fail
53 129 7 3.461240961417574e-11 success 1.0 fail
53 202 2 0.0011911911911918782 success 1.0 fail
53 432 1 0.10146581451179144 fail 0.996505202596232 fail
53 70 3 0.001953141257910503 success 0.999919992464121 fail
53 72 1 0.5304098463147486 fail 0.8348269398828831 fail
53 254 1 0.19290116557230763 fail 0.9836517044577586 fail
53 559 2 0.0011911911911918782 success 1.0 fail
53 57 1 0.43697627530489475 fail 0.8949113939875808 fail
53 76 1 0.3947487169613769 fail 0.9167776787193365 fail
54 55 3 0.005826860604708478 fail 0.9995926746720346 fail
54 63 1 0.027999999999972113 fail 1.0 fail
54 357 1 0.10753782552235938 fail 0.9956156972244344 fail
54 358 1 0.05524324324329624 fail 0.9992432432434101 fail
54 644 1 0.027999999999972113 fail 1.0 fail
54 678 10 4.9820173485710416e-17 success 1.0 fail
54 326 1 0.027999999999972113 fail 1.0 fail
54 456 1 0.027999999999972113 fail 1.0 fail
54 462 1 0.027999999999972113 fail 1.0 fail
54 562 1 0.027999999999972113 fail 1.0 fail
54 104 1 0.05524324324329624 fail 0.9992432432434101 fail
54 105 1 0.027999999999972113 fail 1.0 fail
54 419 1 0.4834529022454382 fail 0.8667116566546813 fail
54 403 1 0.027999999999972113 fail 1.0 fail
54 408 1 0.027999999999972113 fail 1.0 fail
54 418 1 0.027999999999972113 fail 1.0 fail
54 428 1 0.05524324324329624 fail 0.9992432432434101 fail
54 430 1 0.05524324324329624 fail 0.9992432432434101 fail
54 432 1 0.08174944483551527 fail 0.9977691599415441 fail
54 708 1 0.027999999999972113 fail 1.0 fail
54 258 1 0.2038809109174351 fail 0.9809177170154691 fail
54 652 2 0.0007567567567571905 success 1.0 fail
54 434 1 0.027999999999972113 fail 1.0 fail
54 71 1 0.24821088770089644 fail 0.9703778469253705 fail
54 83 1 0.027999999999972113 fail 1.0 fail
54 240 1 0.05524324324329624 fail 0.9992432432434101 fail
55 71 1 0.13205965513457316 fail 0.9923125539569745 fail
55 83 1 0.01399999999998608 fail 1.0 fail
55 537 1 0.01399999999998608 fail 1.0 fail
55 172 1 0.05491564500746239 fail 0.9989243589391161 fail
55 357 3 8.689763043005513e-06 success 0.9999999758311365 fail
55 358 1 0.027817817817846174 fail 0.9998178178188811 fail
56 57 7 6.121349096809674e-09 success 0.9999999999003097 fail
56 674 1 0.020999999999979105 fail 1.0 fail
56 671 1 0.020999999999979105 fail 1.0 fail
56 258 1 0.15666647363788586 fail 0.989094876596839 fail
56 304 1 0.020999999999979105 fail 1.0 fail
57 674 1 0.015999999999984093 fail 1.0 fail
57 532 2 0.00024024024024037844 success 1.0 fail
57 76 1 0.2033219112728217 fail 0.98046376521896 fail
58 252 1 0.027817817817846174 fail 0.9998178178188811 fail
58 605 1 0.01399999999998608 fail 1.0 fail
59 60 5 1.050840133642075e-06 success 0.9999999884235299 fail
59 258 3 0.0023009809438483625 success 0.9998997433788199 fail
59 259 11 4.2235277720331e-16 success 1.0 fail
59 260 2 0.03241946524505464 fail 0.9976990190561864 fail
59 377 1 0.03699999999996325 fail 1.0 fail
59 378 1 0.03699999999996325 fail 1.0 fail
59 789 1 0.0726666666666944 fail 0.9986666666666155 fail
59 495 1 0.03699999999996325 fail 1.0 fail
59 771 1 0.03699999999996325 fail 1.0 fail
59 688 1 0.03699999999996325 fail 1.0 fail
59 213 4 7.761814711495486e-06 success 0.9999999471650918 fail
59 206 1 0.03699999999996325 fail 1.0 fail
59 787 1 0.03699999999996325 fail 1.0 fail
59 791 1 0.03699999999996325 fail 1.0 fail
59 798 1 0.03699999999996325 fail 1.0 fail
59 800 1 0.0726666666666944 fail 0.9986666666666155 fail
59 813 1 0.03699999999996325 fail 1.0 fail
61 62 6 2.4849409960977253e-10 success 0.9999999999991962 fail
61 355 1 0.015943943943960752 fail 0.9999439439438301 fail
61 765 1 0.007999999999992033 fail 1.0 fail
61 766 1 0.007999999999992033 fail 1.0 fail
61 71 1 0.07751756550095695 fail 0.9975573020074513 fail
61 72 1 0.15666647363781988 fail 0.9890948765967852 fail
61 76 1 0.10701989238414301 fail 0.9951392210509831 fail
62 355 1 0.033727727727742206 fail 0.9997277277286926 fail
62 765 1 0.01699999999998308 fail 1.0 fail
62 766 1 0.01699999999998308 fail 1.0 fail
64 65 6 1.0819744336845861e-09 success 0.9999999999945897 fail
64 66 1 0.023832168842152866 fail 0.9998325058521489 fail
65 66 3 8.003995979941388e-06 success 1.0 fail
65 433 1 0.020999999999979105 fail 1.0 fail
65 297 1 0.020999999999979105 fail 1.0 fail
65 132 1 0.020999999999979105 fail 1.0 fail
65 134 1 0.020999999999979105 fail 1.0 fail
65 137 1 0.020999999999979105 fail 1.0 fail
65 139 1 0.020999999999979105 fail 1.0 fail
65 400 1 0.020999999999979105 fail 1.0 fail
65 419 1 0.38960824762413215 fail 0.9184578092182946 fail
65 450 1 0.020999999999979105 fail 1.0 fail
67 68 6 9.045637719368453e-12 success 1.0 fail
67 858 1 0.01699999999998308 fail 1.0 fail
67 859 1 0.01699999999998308 fail 1.0 fail
67 585 1 0.01699999999998308 fail 1.0 fail
67 800 1 0.033727727727742206 fail 0.9997277277286926 fail
67 734 1 0.01699999999998308 fail 1.0 fail
67 735 1 0.01699999999998308 fail 1.0 fail
67 736 1 0.01699999999998308 fail 1.0 fail
67 737 1 0.01699999999998308 fail 1.0 fail
67 739 1 0.01699999999998308 fail 1.0 fail
68 585 1 0.00599999999999403 fail 1.0 fail
70 129 1 0.05483455917344583 fail 0.9988462366546356 fail
70 71 1 0.07751756550095695 fail 0.9975573020074513 fail
70 72 1 0.15666647363781988 fail 0.9890948765967852 fail
70 770 3 3.370103570501623e-07 success 1.0 fail
71 83 1 0.00999999999999003 fail 1.0 fail
71 72 3 0.0008730881528994241 success 0.9999720581808235 fail
71 76 1 0.1320596551344814 fail 0.9923125539568826 fail
71 417 1 0.00999999999999003 fail 1.0 fail
72 254 6 3.9661642308000126e-11 success 1.0 fail
72 76 1 0.25851536710368145 fail 0.9671538689948411 fail
72 789 1 0.041579579579579105 fail 0.9995795795790743 fail
72 258 2 0.010905123402545548 fail 0.9995813046713408 fail
72 784 1 0.020999999999979105 fail 1.0 fail
72 785 1 0.020999999999979105 fail 1.0 fail
72 398 1 0.020999999999979105 fail 1.0 fail
72 723 1 0.020999999999979105 fail 1.0 fail
73 74 6 2.484940996098387e-10 success 0.999999999999369 fail
73 573 1 0.01699999999998308 fail 1.0 fail
73 574 1 0.01699999999998308 fail 1.0 fail
75 76 8 1.245278860638344e-16 success 1.0 fail
75 77 1 0.023832168842152866 fail 0.9998325058521489 fail
76 77 3 2.1905673208260577e-06 success 1.0 fail
78 79 1 0.17451930030470572 fail 0.9861561396959071 fail
80 429 4 2.9796853534594846e-06 success 1.0 fail
80 470 6 4.455907745377702e-09 success 1.0 fail
80 643 2 0.001807807807808848 success 1.0 fail
80 654 5 1.1667442649078944e-07 success 1.0 fail
80 732 2 0.001807807807808848 success 1.0 fail
80 881 1 0.04299999999995721 fail 1.0 fail
80 913 4 2.9796853534594846e-06 success 1.0 fail
80 159 1 0.0841921921921757 fail 0.9981921921920133 fail
80 482 1 0.04299999999995721 fail 1.0 fail
80 918 1 0.04299999999995721 fail 1.0 fail
87 89 1 0.0019999999999983486 success 1.0 fail
87 92 1 0.000999999999999002 success 1.0 fail
87 93 1 0.000999999999999002 success 1.0 fail
87 94 1 0.000999999999999002 success 1.0 fail
87 96 1 0.000999999999999002 success 1.0 fail
87 98 1 0.000999999999999002 success 1.0 fail
89 92 1 0.0019999999999980147 success 1.0 fail
89 93 1 0.0019999999999980147 success 1.0 fail
89 94 1 0.0019999999999980147 success 1.0 fail
89 96 1 0.0019999999999980147 success 1.0 fail
89 98 1 0.0019999999999980147 success 1.0 fail
89 95 1 0.003997997998005169 success 0.9999979979993232 fail
89 97 1 0.0019999999999980147 success 1.0 fail
91 95 1 0.0019999999999983486 success 1.0 fail
92 93 1 0.000999999999999002 success 1.0 fail
92 94 1 0.000999999999999002 success 1.0 fail
92 96 1 0.000999999999999002 success 1.0 fail
92 98 1 0.000999999999999002 success 1.0 fail
93 94 1 0.000999999999999002 success 1.0 fail
93 96 1 0.000999999999999002 success 1.0 fail
93 98 1 0.000999999999999002 success 1.0 fail
94 96 1 0.000999999999999002 success 1.0 fail
94 98 1 0.000999999999999002 success 1.0 fail
95 97 1 0.0019999999999980147 success 1.0 fail
96 98 1 0.000999999999999002 success 1.0 fail
104 106 1 0.0019999999999980147 success 1.0 fail
104 108 1 0.0019999999999980147 success 1.0 fail
104 112 1 0.0019999999999980147 success 1.0 fail
104 118 1 0.007987987987994435 fail 0.9999879879882656 fail
104 105 1 0.0019999999999980147 success 1.0 fail
104 419 1 0.0454934934935861 fail 0.9994934934948749 fail
105 419 1 0.02299999999998775 fail 1.0 fail
106 108 1 0.000999999999999002 success 1.0 fail
106 112 1 0.000999999999999002 success 1.0 fail
106 118 1 0.0039999999999974015 success 1.0 fail
108 112 1 0.000999999999999002 success 1.0 fail
108 118 1 0.0039999999999974015 success 1.0 fail
112 118 1 0.0039999999999974015 success 1.0 fail
116 117 1 0.003999999999996022 success 1.0 fail
116 118 3 9.621623963646933e-08 success 0.999999999975021 fail
117 118 1 0.0039999999999974015 success 1.0 fail
119 120 1 0.000999999999999002 success 1.0 fail
119 121 1 0.000999999999999002 success 1.0 fail
120 121 1 0.000999999999999002 success 1.0 fail
122 124 1 0.000999999999999002 success 1.0 fail
122 125 1 0.000999999999999002 success 1.0 fail
122 126 1 0.000999999999999002 success 1.0 fail
122 127 1 0.000999999999999002 success 1.0 fail
124 125 1 0.000999999999999002 success 1.0 fail
124 126 1 0.000999999999999002 success 1.0 fail
124 127 1 0.000999999999999002 success 1.0 fail
125 126 1 0.000999999999999002 success 1.0 fail
125 127 1 0.000999999999999002 success 1.0 fail
126 127 1 0.000999999999999002 success 1.0 fail
129 432 1 0.02087408450533527 fail 0.9998742951354335 fail
132 134 1 0.000999999999999002 success 1.0 fail
132 137 1 0.000999999999999002 success 1.0 fail
132 139 1 0.000999999999999002 success 1.0 fail
132 400 1 0.000999999999999002 success 1.0 fail
132 419 1 0.02299999999998775 fail 1.0 fail
132 450 1 0.000999999999999002 success 1.0 fail
134 137 1 0.000999999999999002 success 1.0 fail
134 139 1 0.000999999999999002 success 1.0 fail
134 400 1 0.000999999999999002 success 1.0 fail
134 419 1 0.02299999999998775 fail 1.0 fail
134 450 1 0.000999999999999002 success 1.0 fail
137 139 1 0.000999999999999002 success 1.0 fail
137 400 1 0.000999999999999002 success 1.0 fail
137 419 1 0.02299999999998775 fail 1.0 fail
137 450 1 0.000999999999999002 success 1.0 fail
139 400 1 0.000999999999999002 success 1.0 fail
139 419 1 0.02299999999998775 fail 1.0 fail
139 450 1 0.000999999999999002 success 1.0 fail
145 149 1 0.000999999999999002 success 1.0 fail
145 154 1 0.000999999999999002 success 1.0 fail
145 155 1 0.000999999999999002 success 1.0 fail
145 158 1 0.000999999999999002 success 1.0 fail
145 159 1 0.0019999999999983486 success 1.0 fail
145 164 1 0.000999999999999002 success 1.0 fail
148 176 1 0.000999999999999002 success 1.0 fail
148 186 1 0.000999999999999002 success 1.0 fail
148 198 1 0.004999999999991275 fail 1.0 fail
148 249 1 0.000999999999999002 success 1.0 fail
148 416 1 0.000999999999999002 success 1.0 fail
149 154 1 0.000999999999999002 success 1.0 fail
149 155 1 0.000999999999999002 success 1.0 fail
149 158 1 0.000999999999999002 success 1.0 fail
149 159 1 0.0019999999999983486 success 1.0 fail
149 164 1 0.000999999999999002 success 1.0 fail
154 155 1 0.000999999999999002 success 1.0 fail
154 158 1 0.000999999999999002 success 1.0 fail
154 159 1 0.0019999999999983486 success 1.0 fail
154 164 1 0.000999999999999002 success 1.0 fail
155 158 1 0.000999999999999002 success 1.0 fail
155 159 1 0.0019999999999983486 success 1.0 fail
155 164 1 0.000999999999999002 success 1.0 fail
158 159 1 0.0019999999999983486 success 1.0 fail
158 164 1 0.000999999999999002 success 1.0 fail
159 164 1 0.0019999999999980147 success 1.0 fail
159 482 1 0.0019999999999980147 success 1.0 fail
162 168 1 0.0019999999999983486 success 1.0 fail
162 169 1 0.0019999999999983486 success 1.0 fail
168 169 1 0.003997997998005169 success 0.9999979979993232 fail
176 186 1 0.000999999999999002 success 1.0 fail
176 198 1 0.004999999999991275 fail 1.0 fail
176 249 1 0.000999999999999002 success 1.0 fail
176 416 1 0.000999999999999002 success 1.0 fail
186 198 1 0.004999999999991275 fail 1.0 fail
186 249 1 0.000999999999999002 success 1.0 fail
186 416 1 0.000999999999999002 success 1.0 fail
188 189 1 0.014940000120332612 fail 0.9999400602995665 fail
198 249 1 0.004999999999995023 fail 1.0 fail
198 416 1 0.004999999999995023 fail 1.0 fail
213 787 1 0.004999999999995023 fail 1.0 fail
213 791 1 0.004999999999995023 fail 1.0 fail
213 798 1 0.004999999999995023 fail 1.0 fail
213 800 1 0.009979979979983858 fail 0.9999799799800604 fail
213 813 1 0.004999999999995023 fail 1.0 fail
223 224 1 0.000999999999999002 success 1.0 fail
223 226 1 0.000999999999999002 success 1.0 fail
223 228 1 0.000999999999999002 success 1.0 fail
223 229 1 0.000999999999999002 success 1.0 fail
223 232 1 0.000999999999999002 success 1.0 fail
223 294 1 0.000999999999999002 success 1.0 fail
224 226 1 0.000999999999999002 success 1.0 fail
224 228 1 0.000999999999999002 success 1.0 fail
224 229 1 0.000999999999999002 success 1.0 fail
224 232 1 0.000999999999999002 success 1.0 fail
224 294 1 0.000999999999999002 success 1.0 fail
226 228 1 0.000999999999999002 success 1.0 fail
226 229 1 0.000999999999999002 success 1.0 fail
226 232 1 0.000999999999999002 success 1.0 fail
226 294 1 0.000999999999999002 success 1.0 fail
228 229 1 0.000999999999999002 success 1.0 fail
228 232 1 0.000999999999999002 success 1.0 fail
228 294 1 0.000999999999999002 success 1.0 fail
229 232 1 0.000999999999999002 success 1.0 fail
229 294 1 0.000999999999999002 success 1.0 fail
232 294 1 0.000999999999999002 success 1.0 fail
249 416 1 0.000999999999999002 success 1.0 fail
250 268 1 0.003997997998005169 success 0.9999979979993232 fail
251 256 1 0.000999999999999002 success 1.0 fail
251 269 1 0.000999999999999002 success 1.0 fail
252 253 1 0.0019999999999980147 success 1.0 fail
252 258 1 0.01594394394396632 fail 0.9999439439438392 fail
252 259 1 0.023867867867891107 fail 0.9998678678687448 fail
252 264 1 0.0019999999999980147 success 1.0 fail
253 258 1 0.007999999999996182 fail 1.0 fail
253 259 1 0.011999999999990128 fail 1.0 fail
253 264 1 0.000999999999999002 success 1.0 fail
254 398 1 0.00599999999999403 fail 1.0 fail
256 269 1 0.000999999999999002 success 1.0 fail
258 259 4 8.152956715432954e-07 success 0.9999999947182941 fail
258 264 1 0.007999999999992033 fail 1.0 fail
258 652 1 0.015943943943960752 fail 0.9999439439438301 fail
258 678 1 0.07751756550095695 fail 0.9975573020074513 fail
258 260 1 0.06244918508145834 fail 0.9984678221828346 fail
258 377 1 0.007999999999992033 fail 1.0 fail
258 378 1 0.007999999999992033 fail 1.0 fail
258 784 1 0.007999999999992033 fail 1.0 fail
258 785 1 0.007999999999992033 fail 1.0 fail
258 723 1 0.007999999999992033 fail 1.0 fail
